이름,지번주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고,
메노미니떡사랑방,부산광역시 금정구 구서동 742-17,5,,,,,,,,
메노미니떡사랑방,부산광역시 금정구 구서동 742-17,6,,,,,,,,
금샘김밥,부산광역시 금정구 구서동 769-13,0,6:00,17:00,,,,,,
금샘김밥,부산광역시 금정구 구서동 769-13,1,,,,,,TRUE,,
금샘김밥,부산광역시 금정구 구서동 769-13,2,6:00,15:00,,,,,,
금샘김밥,부산광역시 금정구 구서동 769-13,3,6:00,15:00,,,,,,
금샘김밥,부산광역시 금정구 구서동 769-13,4,6:00,15:00,,,,,,
금샘김밥,부산광역시 금정구 구서동 769-13,5,6:00,15:00,,,,,,
금샘김밥,부산광역시 금정구 구서동 769-13,6,6:00,17:00,,,,,,
블룸,부산광역시 금정구 구서동 769-13,0,,,,,,,,
블룸,부산광역시 금정구 구서동 769-13,1,,,,,,,,
블룸,부산광역시 금정구 구서동 769-13,2,,,,,,,,
블룸,부산광역시 금정구 구서동 769-13,3,,,,,,,,
블룸,부산광역시 금정구 구서동 769-13,4,,,,,,,,
블룸,부산광역시 금정구 구서동 769-13,5,,,,,,,,
블룸,부산광역시 금정구 구서동 769-13,6,,,,,,,,
스페셜오더,부산광역시 금정구 구서동 774-29,0,,,,,,,,
스페셜오더,부산광역시 금정구 구서동 774-29,1,,,,,,,,
스페셜오더,부산광역시 금정구 구서동 774-29,2,,,,,,,,
스페셜오더,부산광역시 금정구 구서동 774-29,3,,,,,,,,
스페셜오더,부산광역시 금정구 구서동 774-29,4,,,,,,,,
스페셜오더,부산광역시 금정구 구서동 774-29,5,,,,,,,,
스페셜오더,부산광역시 금정구 구서동 774-29,6,,,,,,,,
떡만드는카페,부산광역시 금정구 구서동 775-4,0,9:30,22:00,,,19:00,,예약제 운영,
떡만드는카페,부산광역시 금정구 구서동 775-4,1,9:30,22:00,,,19:00,,예약제 운영,
떡만드는카페,부산광역시 금정구 구서동 775-4,2,9:30,22:00,,,19:00,,예약제 운영,
떡만드는카페,부산광역시 금정구 구서동 775-4,3,9:30,22:00,,,19:00,,예약제 운영,
떡만드는카페,부산광역시 금정구 구서동 775-4,4,9:30,22:00,,,19:00,,예약제 운영,
떡만드는카페,부산광역시 금정구 구서동 775-4,5,9:30,22:00,,,19:00,,예약제 운영,
떡만드는카페,부산광역시 금정구 구서동 775-4,6,9:30,22:00,,,19:00,,예약제 운영,
진만두가,부산광역시 금정구 구서동 816-11,0,10:00,22:00,,,,,"첫째 주, 셋째 주 일요일은 휴무",
진만두가,부산광역시 금정구 구서동 816-11,1,10:00,22:00,,,,,,
진만두가,부산광역시 금정구 구서동 816-11,2,10:00,22:00,,,,,,
진만두가,부산광역시 금정구 구서동 816-11,3,10:00,22:00,,,,,,
진만두가,부산광역시 금정구 구서동 816-11,4,10:00,22:00,,,,,,
진만두가,부산광역시 금정구 구서동 816-11,5,10:00,22:00,,,,,,
진만두가,부산광역시 금정구 구서동 816-11,6,10:00,22:00,,,,,,
선경떡방앗간,부산광역시 금정구 구서동 822-2,0,,,,,,TRUE,,
선경떡방앗간,부산광역시 금정구 구서동 822-2,1,7:00,19:00,,,,,,
선경떡방앗간,부산광역시 금정구 구서동 822-2,2,7:00,19:00,,,,,,
선경떡방앗간,부산광역시 금정구 구서동 822-2,3,7:00,19:00,,,,,,
선경떡방앗간,부산광역시 금정구 구서동 822-2,4,7:00,19:00,,,,,,
선경떡방앗간,부산광역시 금정구 구서동 822-2,5,7:00,19:00,,,,,,
선경떡방앗간,부산광역시 금정구 구서동 822-2,6,7:00,19:00,,,,,,
맛있어요,부산광역시 금정구 구서동 84-1,0,,,,,,,,
맛있어요,부산광역시 금정구 구서동 84-1,1,,,,,,,,
맛있어요,부산광역시 금정구 구서동 84-1,2,,,,,,,,
맛있어요,부산광역시 금정구 구서동 84-1,3,,,,,,,,
맛있어요,부산광역시 금정구 구서동 84-1,4,,,,,,,,
맛있어요,부산광역시 금정구 구서동 84-1,5,,,,,,,,
맛있어요,부산광역시 금정구 구서동 84-1,6,,,,,,,,
설빙구서점,부산광역시 금정구 구서동 86-55,0,,,,,,,,
설빙구서점,부산광역시 금정구 구서동 86-55,1,,,,,,,,
설빙구서점,부산광역시 금정구 구서동 86-55,2,,,,,,,,
설빙구서점,부산광역시 금정구 구서동 86-55,3,,,,,,,,
설빙구서점,부산광역시 금정구 구서동 86-55,4,,,,,,,,
설빙구서점,부산광역시 금정구 구서동 86-55,5,,,,,,,,
설빙구서점,부산광역시 금정구 구서동 86-55,6,,,,,,,,
동림떡집,부산광역시 금정구 구서동 86-8,0,,,,,,,,
동림떡집,부산광역시 금정구 구서동 86-8,1,,,,,,,,
동림떡집,부산광역시 금정구 구서동 86-8,2,,,,,,,,
동림떡집,부산광역시 금정구 구서동 86-8,3,,,,,,,,
동림떡집,부산광역시 금정구 구서동 86-8,4,,,,,,,,
동림떡집,부산광역시 금정구 구서동 86-8,5,,,,,,,,
동림떡집,부산광역시 금정구 구서동 86-8,6,,,,,,,,
돼지떡볶이,부산광역시 금정구 구서동 87-1,0,,,,,,TRUE,,
돼지떡볶이,부산광역시 금정구 구서동 87-1,1,9:00,21:30,,,,,"첫째 주, 셋째 주 월요일은 휴무",
돼지떡볶이,부산광역시 금정구 구서동 87-1,2,9:00,21:30,,,,,,
돼지떡볶이,부산광역시 금정구 구서동 87-1,3,9:00,21:30,,,,,,
돼지떡볶이,부산광역시 금정구 구서동 87-1,4,9:00,21:30,,,,,,
돼지떡볶이,부산광역시 금정구 구서동 87-1,5,9:00,21:30,,,,,,
돼지떡볶이,부산광역시 금정구 구서동 87-1,6,9:00,21:30,,,,,,
던킨부산구서점,부산광역시 금정구 구서동 87-26,0,,,,,,,,
던킨부산구서점,부산광역시 금정구 구서동 87-26,1,,,,,,,,
던킨부산구서점,부산광역시 금정구 구서동 87-26,2,,,,,,,,
던킨부산구서점,부산광역시 금정구 구서동 87-26,3,,,,,,,,
던킨부산구서점,부산광역시 금정구 구서동 87-26,4,,,,,,,,
던킨부산구서점,부산광역시 금정구 구서동 87-26,5,,,,,,,,
던킨부산구서점,부산광역시 금정구 구서동 87-26,6,,,,,,,,
이레김밥,부산광역시 금정구 구서동 87-31,0,,,,,,,,
이레김밥,부산광역시 금정구 구서동 87-31,1,,,,,,,,
이레김밥,부산광역시 금정구 구서동 87-31,2,,,,,,,,
이레김밥,부산광역시 금정구 구서동 87-31,3,,,,,,,,
이레김밥,부산광역시 금정구 구서동 87-31,4,,,,,,,,
이레김밥,부산광역시 금정구 구서동 87-31,5,,,,,,,,
이레김밥,부산광역시 금정구 구서동 87-31,6,,,,,,,,
유명토스트,부산광역시 금정구 구서동 87-9,0,,,,,,,,
유명토스트,부산광역시 금정구 구서동 87-9,1,,,,,,,,
유명토스트,부산광역시 금정구 구서동 87-9,2,,,,,,,,
유명토스트,부산광역시 금정구 구서동 87-9,3,,,,,,,,
유명토스트,부산광역시 금정구 구서동 87-9,4,,,,,,,,
유명토스트,부산광역시 금정구 구서동 87-9,5,,,,,,,,
유명토스트,부산광역시 금정구 구서동 87-9,6,,,,,,,,
중독떡볶이,부산광역시 금정구 구서동 87-9,0,10:00,20:30,,,,,,
중독떡볶이,부산광역시 금정구 구서동 87-9,1,10:00,20:30,,,,,,
중독떡볶이,부산광역시 금정구 구서동 87-9,2,10:00,20:30,,,,,,
중독떡볶이,부산광역시 금정구 구서동 87-9,3,10:00,20:30,,,,,,
중독떡볶이,부산광역시 금정구 구서동 87-9,4,10:00,20:30,,,,,,
중독떡볶이,부산광역시 금정구 구서동 87-9,5,10:00,20:30,,,,,,
중독떡볶이,부산광역시 금정구 구서동 87-9,6,10:00,20:30,,,,,,
입큰개구리,부산광역시 금정구 부곡동 18-1,0,,,,,,TRUE,,
입큰개구리,부산광역시 금정구 부곡동 18-1,1,8:00,20:00,,,,,,
입큰개구리,부산광역시 금정구 부곡동 18-1,2,8:00,20:00,,,,,,
입큰개구리,부산광역시 금정구 부곡동 18-1,3,8:00,20:00,,,,,,
입큰개구리,부산광역시 금정구 부곡동 18-1,4,8:00,20:00,,,,,,
입큰개구리,부산광역시 금정구 부곡동 18-1,5,8:00,20:00,,,,,,
입큰개구리,부산광역시 금정구 부곡동 18-1,6,,,,,,TRUE,,
2代바우떡집,부산광역시 금정구 부곡동 21-19,0,,,,,,,,
2代바우떡집,부산광역시 금정구 부곡동 21-19,1,,,,,,,,
2代바우떡집,부산광역시 금정구 부곡동 21-19,2,,,,,,,,
2代바우떡집,부산광역시 금정구 부곡동 21-19,3,,,,,,,,
2代바우떡집,부산광역시 금정구 부곡동 21-19,4,,,,,,,,
2代바우떡집,부산광역시 금정구 부곡동 21-19,5,,,,,,,,
2代바우떡집,부산광역시 금정구 부곡동 21-19,6,,,,,,,,
청춘라면,부산광역시 금정구 부곡동 22-1,0,8:00,19:00,,,,,,
청춘라면,부산광역시 금정구 부곡동 22-1,1,8:00,19:00,,,,,,
청춘라면,부산광역시 금정구 부곡동 22-1,2,8:00,19:00,,,,,,
청춘라면,부산광역시 금정구 부곡동 22-1,3,8:00,19:00,,,,,,
청춘라면,부산광역시 금정구 부곡동 22-1,4,8:00,19:00,,,,,,
청춘라면,부산광역시 금정구 부곡동 22-1,5,8:00,19:00,,,,,,
청춘라면,부산광역시 금정구 부곡동 22-1,6,8:00,19:00,,,,,,
떡아뜰리에,부산광역시 금정구 부곡동 221-11,0,,,,,,,,
떡아뜰리에,부산광역시 금정구 부곡동 221-11,1,,,,,,,,
떡아뜰리에,부산광역시 금정구 부곡동 221-11,2,,,,,,,,
떡아뜰리에,부산광역시 금정구 부곡동 221-11,3,,,,,,,,
떡아뜰리에,부산광역시 금정구 부곡동 221-11,4,,,,,,,,
떡아뜰리에,부산광역시 금정구 부곡동 221-11,5,,,,,,,,
떡아뜰리에,부산광역시 금정구 부곡동 221-11,6,,,,,,,,
기찰떡방앗간,부산광역시 금정구 부곡동 221-5,0,,,,,,TRUE,,
기찰떡방앗간,부산광역시 금정구 부곡동 221-5,1,8:00,20:00,,,,,,
기찰떡방앗간,부산광역시 금정구 부곡동 221-5,2,8:00,20:00,,,,,,
기찰떡방앗간,부산광역시 금정구 부곡동 221-5,3,8:00,20:00,,,,,,
기찰떡방앗간,부산광역시 금정구 부곡동 221-5,4,8:00,20:00,,,,,,
기찰떡방앗간,부산광역시 금정구 부곡동 221-5,5,8:00,20:00,,,,,,
기찰떡방앗간,부산광역시 금정구 부곡동 221-5,6,8:00,20:00,,,,,,
써브웨이장전지하철역점,부산광역시 금정구 부곡동 223-56,0,,,,,,,,
써브웨이장전지하철역점,부산광역시 금정구 부곡동 223-56,1,,,,,,,,
써브웨이장전지하철역점,부산광역시 금정구 부곡동 223-56,2,,,,,,,,
써브웨이장전지하철역점,부산광역시 금정구 부곡동 223-56,3,,,,,,,,
써브웨이장전지하철역점,부산광역시 금정구 부곡동 223-56,4,,,,,,,,
써브웨이장전지하철역점,부산광역시 금정구 부곡동 223-56,5,,,,,,,,
써브웨이장전지하철역점,부산광역시 금정구 부곡동 223-56,6,,,,,,,,
얌샘김밥부산장전역점,부산광역시 금정구 부곡동 223-56,0,10:00,20:30,,,,,,
얌샘김밥부산장전역점,부산광역시 금정구 부곡동 223-56,1,10:00,20:30,,,,,,
얌샘김밥부산장전역점,부산광역시 금정구 부곡동 223-56,2,10:00,20:30,,,,,,
얌샘김밥부산장전역점,부산광역시 금정구 부곡동 223-56,3,10:00,20:30,,,,,,
얌샘김밥부산장전역점,부산광역시 금정구 부곡동 223-56,4,10:00,20:30,,,,,,
얌샘김밥부산장전역점,부산광역시 금정구 부곡동 223-56,5,10:00,20:30,,,,,,
얌샘김밥부산장전역점,부산광역시 금정구 부곡동 223-56,6,10:00,20:30,,,,,,
대박떡볶이,부산광역시 금정구 부곡동 223-63,0,,,,,,,,
대박떡볶이,부산광역시 금정구 부곡동 223-63,1,,,,,,,,
대박떡볶이,부산광역시 금정구 부곡동 223-63,2,,,,,,,,
대박떡볶이,부산광역시 금정구 부곡동 223-63,3,,,,,,,,
대박떡볶이,부산광역시 금정구 부곡동 223-63,4,,,,,,,,
대박떡볶이,부산광역시 금정구 부곡동 223-63,5,,,,,,,,
대박떡볶이,부산광역시 금정구 부곡동 223-63,6,,,,,,,,
진만두가 부곡점,부산광역시 금정구 부곡동 223-70,0,,,,,,TRUE,,
진만두가 부곡점,부산광역시 금정구 부곡동 223-70,1,10:00,21:00,,,20:50,,,
진만두가 부곡점,부산광역시 금정구 부곡동 223-70,2,10:00,21:00,,,20:50,,,
진만두가 부곡점,부산광역시 금정구 부곡동 223-70,3,10:00,21:00,,,20:50,,,
진만두가 부곡점,부산광역시 금정구 부곡동 223-70,4,10:00,21:00,,,20:50,,,
진만두가 부곡점,부산광역시 금정구 부곡동 223-70,5,10:00,21:00,,,20:50,,,
진만두가 부곡점,부산광역시 금정구 부곡동 223-70,6,10:00,21:00,,,20:50,,,
원더풀꽈배기장전점,부산광역시 금정구 부곡동 225-1,0,,,,,,,,
원더풀꽈배기장전점,부산광역시 금정구 부곡동 225-1,1,,,,,,,,
원더풀꽈배기장전점,부산광역시 금정구 부곡동 225-1,2,,,,,,,,
원더풀꽈배기장전점,부산광역시 금정구 부곡동 225-1,3,,,,,,,,
원더풀꽈배기장전점,부산광역시 금정구 부곡동 225-1,4,,,,,,,,
원더풀꽈배기장전점,부산광역시 금정구 부곡동 225-1,5,,,,,,,,
원더풀꽈배기장전점,부산광역시 금정구 부곡동 225-1,6,,,,,,,,
화오뎅떡볶이,부산광역시 금정구 부곡동 225-1,0,10:00,22:00,,,,,,
화오뎅떡볶이,부산광역시 금정구 부곡동 225-1,1,10:00,22:00,,,,,,
화오뎅떡볶이,부산광역시 금정구 부곡동 225-1,2,10:00,22:00,,,,,,
화오뎅떡볶이,부산광역시 금정구 부곡동 225-1,3,10:00,22:00,,,,,,
화오뎅떡볶이,부산광역시 금정구 부곡동 225-1,4,10:00,22:00,,,,,,
화오뎅떡볶이,부산광역시 금정구 부곡동 225-1,5,10:00,22:00,,,,,,
화오뎅떡볶이,부산광역시 금정구 부곡동 225-1,6,10:00,22:00,,,,,,
배스킨라빈스부산장전역,부산광역시 금정구 부곡동 225-58,0,,,,,,,,
배스킨라빈스부산장전역,부산광역시 금정구 부곡동 225-58,1,,,,,,,,
배스킨라빈스부산장전역,부산광역시 금정구 부곡동 225-58,2,,,,,,,,
배스킨라빈스부산장전역,부산광역시 금정구 부곡동 225-58,3,,,,,,,,
배스킨라빈스부산장전역,부산광역시 금정구 부곡동 225-58,4,,,,,,,,
배스킨라빈스부산장전역,부산광역시 금정구 부곡동 225-58,5,,,,,,,,
