이름,지번주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고,,,,,,
동해바다,부산광역시 금정구 부곡동 224-53,2,,,,,,,,,,,,,
동해바다,부산광역시 금정구 부곡동 224-53,3,,,,,,,,,,,,,
동해바다,부산광역시 금정구 부곡동 224-53,4,,,,,,,,,,,,,
동해바다,부산광역시 금정구 부곡동 224-53,5,,,,,,,,,,,,,
동해바다,부산광역시 금정구 부곡동 224-53,6,,,,,,,,,,,,,
가마치통닭 장전역점,부산광역시 금정구 부곡동 224-54,0,,,,,,,,,,,,,
가마치통닭 장전역점,부산광역시 금정구 부곡동 224-54,1,,,,,,,,,,,,,
가마치통닭 장전역점,부산광역시 금정구 부곡동 224-54,2,,,,,,,,,,,,,
가마치통닭 장전역점,부산광역시 금정구 부곡동 224-54,3,,,,,,,,,,,,,
가마치통닭 장전역점,부산광역시 금정구 부곡동 224-54,4,,,,,,,,,,,,,
가마치통닭 장전역점,부산광역시 금정구 부곡동 224-54,5,,,,,,,,,,,,,
가마치통닭 장전역점,부산광역시 금정구 부곡동 224-54,6,,,,,,,,,,,,,
남해청정횟집,부산광역시 금정구 부곡동 224-55,0,,,,,,,,,,,,,
남해청정횟집,부산광역시 금정구 부곡동 224-55,1,,,,,,,,,,,,,
남해청정횟집,부산광역시 금정구 부곡동 224-55,2,,,,,,,,,,,,,
남해청정횟집,부산광역시 금정구 부곡동 224-55,3,,,,,,,,,,,,,
남해청정횟집,부산광역시 금정구 부곡동 224-55,4,,,,,,,,,,,,,
남해청정횟집,부산광역시 금정구 부곡동 224-55,5,,,,,,,,,,,,,
남해청정횟집,부산광역시 금정구 부곡동 224-55,6,,,,,,,,,,,,,
하단닭도리,부산광역시 금정구 부곡동 224-55,0,,,,,,,,,,,,,
하단닭도리,부산광역시 금정구 부곡동 224-55,1,,,,,,,,,,,,,
하단닭도리,부산광역시 금정구 부곡동 224-55,2,,,,,,,,,,,,,
하단닭도리,부산광역시 금정구 부곡동 224-55,3,,,,,,,,,,,,,
하단닭도리,부산광역시 금정구 부곡동 224-55,4,,,,,,,,,,,,,
하단닭도리,부산광역시 금정구 부곡동 224-55,5,,,,,,,,,,,,,
하단닭도리,부산광역시 금정구 부곡동 224-55,6,,,,,,,,,,,,,
365후루룩촌국수,부산광역시 금정구 부곡동 224-59,0,,,,,,,,,,,,,
365후루룩촌국수,부산광역시 금정구 부곡동 224-59,1,,,,,,,,,,,,,
365후루룩촌국수,부산광역시 금정구 부곡동 224-59,2,,,,,,,,,,,,,
365후루룩촌국수,부산광역시 금정구 부곡동 224-59,3,,,,,,,,,,,,,
365후루룩촌국수,부산광역시 금정구 부곡동 224-59,4,,,,,,,,,,,,,
365후루룩촌국수,부산광역시 금정구 부곡동 224-59,5,,,,,,,,,,,,,
365후루룩촌국수,부산광역시 금정구 부곡동 224-59,6,,,,,,,,,,,,,
꾸바꾸바,부산광역시 금정구 부곡동 224-70,0,,,,,,,,,,,,,
꾸바꾸바,부산광역시 금정구 부곡동 224-70,1,,,,,,,,,,,,,
꾸바꾸바,부산광역시 금정구 부곡동 224-70,2,,,,,,,,,,,,,
꾸바꾸바,부산광역시 금정구 부곡동 224-70,3,,,,,,,,,,,,,
꾸바꾸바,부산광역시 금정구 부곡동 224-70,4,,,,,,,,,,,,,
꾸바꾸바,부산광역시 금정구 부곡동 224-70,5,,,,,,,,,,,,,
꾸바꾸바,부산광역시 금정구 부곡동 224-70,6,,,,,,,,,,,,,
뼈굿감자탕&뼈구이 본점,부산광역시 금정구 부곡동 224-70,0,,,,,,TRUE,,,,,,,
뼈굿감자탕&뼈구이 본점,부산광역시 금정구 부곡동 224-70,1,,,,,,,,,,,,,
뼈굿감자탕&뼈구이 본점,부산광역시 금정구 부곡동 224-70,2,,,,,,,,,,,,,
뼈굿감자탕&뼈구이 본점,부산광역시 금정구 부곡동 224-70,3,,,,,,,,,,,,,
뼈굿감자탕&뼈구이 본점,부산광역시 금정구 부곡동 224-70,4,,,,,,,,,,,,,
뼈굿감자탕&뼈구이 본점,부산광역시 금정구 부곡동 224-70,5,,,,,,,,,,,,,
뼈굿감자탕&뼈구이 본점,부산광역시 금정구 부곡동 224-70,6,,,,,,,,,,,,,
오븐에꾸운닭,부산광역시 금정구 부곡동 224-9,0,,,,,,,,,,,,,
오븐에꾸운닭,부산광역시 금정구 부곡동 224-9,1,,,,,,,,,,,,,
오븐에꾸운닭,부산광역시 금정구 부곡동 224-9,2,,,,,,,,,,,,,
오븐에꾸운닭,부산광역시 금정구 부곡동 224-9,3,,,,,,,,,,,,,
오븐에꾸운닭,부산광역시 금정구 부곡동 224-9,4,,,,,,,,,,,,,
오븐에꾸운닭,부산광역시 금정구 부곡동 224-9,5,,,,,,,,,,,,,
오븐에꾸운닭,부산광역시 금정구 부곡동 224-9,6,,,,,,,,,,,,,
다가치통닭,부산광역시 금정구 부곡동 225-1,0,,,,,,,,,,,,,
다가치통닭,부산광역시 금정구 부곡동 225-1,1,,,,,,,,,,,,,
다가치통닭,부산광역시 금정구 부곡동 225-1,2,,,,,,,,,,,,,
다가치통닭,부산광역시 금정구 부곡동 225-1,3,,,,,,,,,,,,,
다가치통닭,부산광역시 금정구 부곡동 225-1,4,,,,,,,,,,,,,
다가치통닭,부산광역시 금정구 부곡동 225-1,5,,,,,,,,,,,,,
다가치통닭,부산광역시 금정구 부곡동 225-1,6,,,,,,,,,,,,,
정태수베이커리,부산광역시 금정구 부곡동 225-1,0,,,,,,,,,,,,,
정태수베이커리,부산광역시 금정구 부곡동 225-1,1,,,,,,,,,,,,,
정태수베이커리,부산광역시 금정구 부곡동 225-1,2,,,,,,,,,,,,,
정태수베이커리,부산광역시 금정구 부곡동 225-1,3,,,,,,,,,,,,,
정태수베이커리,부산광역시 금정구 부곡동 225-1,4,,,,,,,,,,,,,
정태수베이커리,부산광역시 금정구 부곡동 225-1,5,,,,,,,,,,,,,
정태수베이커리,부산광역시 금정구 부곡동 225-1,6,,,,,,,,,,,,,
그래칡밀면,부산광역시 금정구 부곡동 225-17,0,,,,,,,,,,,,,
그래칡밀면,부산광역시 금정구 부곡동 225-17,1,,,,,,,,,,,,,
그래칡밀면,부산광역시 금정구 부곡동 225-17,2,,,,,,,,,,,,,
그래칡밀면,부산광역시 금정구 부곡동 225-17,3,,,,,,,,,,,,,
그래칡밀면,부산광역시 금정구 부곡동 225-17,4,,,,,,,,,,,,,
그래칡밀면,부산광역시 금정구 부곡동 225-17,5,,,,,,,,,,,,,
그래칡밀면,부산광역시 금정구 부곡동 225-17,6,,,,,,,,,,,,,
식당3선 금정점,부산광역시 금정구 부곡동 225-20,0,,,,,,,,,,,,,
식당3선 금정점,부산광역시 금정구 부곡동 225-20,1,,,,,,,,,,,,,
식당3선 금정점,부산광역시 금정구 부곡동 225-20,2,,,,,,,,,,,,,
식당3선 금정점,부산광역시 금정구 부곡동 225-20,3,,,,,,,,,,,,,
식당3선 금정점,부산광역시 금정구 부곡동 225-20,4,,,,,,,,,,,,,
식당3선 금정점,부산광역시 금정구 부곡동 225-20,5,,,,,,,,,,,,,
식당3선 금정점,부산광역시 금정구 부곡동 225-20,6,,,,,,,,,,,,,
도토리,부산광역시 금정구 부곡동 225-29,0,,,,,,,,,,,,,
도토리,부산광역시 금정구 부곡동 225-29,1,,,,,,,,,,,,,
도토리,부산광역시 금정구 부곡동 225-29,2,,,,,,,,,,,,,
도토리,부산광역시 금정구 부곡동 225-29,3,,,,,,,,,,,,,
도토리,부산광역시 금정구 부곡동 225-29,4,,,,,,,,,,,,,
도토리,부산광역시 금정구 부곡동 225-29,5,,,,,,,,,,,,,
도토리,부산광역시 금정구 부곡동 225-29,6,,,,,,,,,,,,,
동방축산 장전점,부산광역시 금정구 부곡동 225-36,0,,,,,,,,,,,,,
동방축산 장전점,부산광역시 금정구 부곡동 225-36,1,,,,,,,,,,,,,
동방축산 장전점,부산광역시 금정구 부곡동 225-36,2,,,,,,,,,,,,,
동방축산 장전점,부산광역시 금정구 부곡동 225-36,3,,,,,,,,,,,,,
동방축산 장전점,부산광역시 금정구 부곡동 225-36,4,,,,,,,,,,,,,
동방축산 장전점,부산광역시 금정구 부곡동 225-36,5,,,,,,,,,,,,,
동방축산 장전점,부산광역시 금정구 부곡동 225-36,6,,,,,,,,,,,,,
누들보쌈배달만족 금정점,부산광역시 금정구 부곡동 225-58,0,,,,,,,,,,,,,
누들보쌈배달만족 금정점,부산광역시 금정구 부곡동 225-58,1,,,,,,,,,,,,,
누들보쌈배달만족 금정점,부산광역시 금정구 부곡동 225-58,2,,,,,,,,,,,,,
누들보쌈배달만족 금정점,부산광역시 금정구 부곡동 225-58,3,,,,,,,,,,,,,
누들보쌈배달만족 금정점,부산광역시 금정구 부곡동 225-58,4,,,,,,,,,,,,,
누들보쌈배달만족 금정점,부산광역시 금정구 부곡동 225-58,5,,,,,,,,,,,,,
누들보쌈배달만족 금정점,부산광역시 금정구 부곡동 225-58,6,,,,,,,,,,,,,
강원식당,부산광역시 금정구 부곡동 225-6,0,,,,,,,,,,,,,
강원식당,부산광역시 금정구 부곡동 225-6,1,,,,,,,,,,,,,
강원식당,부산광역시 금정구 부곡동 225-6,2,,,,,,,,,,,,,
강원식당,부산광역시 금정구 부곡동 225-6,3,,,,,,,,,,,,,
강원식당,부산광역시 금정구 부곡동 225-6,4,,,,,,,,,,,,,
강원식당,부산광역시 금정구 부곡동 225-6,5,,,,,,,,,,,,,
강원식당,부산광역시 금정구 부곡동 225-6,6,,,,,,,,,,,,,
동근이숯불두마리치킨,부산광역시 금정구 부곡동 225-6,0,,,,,,,,,,,,,
동근이숯불두마리치킨,부산광역시 금정구 부곡동 225-6,1,,,,,,,,,,,,,
동근이숯불두마리치킨,부산광역시 금정구 부곡동 225-6,2,,,,,,,,,,,,,
동근이숯불두마리치킨,부산광역시 금정구 부곡동 225-6,3,,,,,,,,,,,,,
동근이숯불두마리치킨,부산광역시 금정구 부곡동 225-6,4,,,,,,,,,,,,,
동근이숯불두마리치킨,부산광역시 금정구 부곡동 225-6,5,,,,,,,,,,,,,
동근이숯불두마리치킨,부산광역시 금정구 부곡동 225-6,6,,,,,,,,,,,,,
아지트,부산광역시 금정구 부곡동 225-6,0,,,,,,,,,,,,,
아지트,부산광역시 금정구 부곡동 225-6,1,,,,,,,,,,,,,
아지트,부산광역시 금정구 부곡동 225-6,2,,,,,,,,,,,,,
아지트,부산광역시 금정구 부곡동 225-6,3,,,,,,,,,,,,,
아지트,부산광역시 금정구 부곡동 225-6,4,,,,,,,,,,,,,
아지트,부산광역시 금정구 부곡동 225-6,5,,,,,,,,,,,,,
아지트,부산광역시 금정구 부곡동 225-6,6,,,,,,,,,,,,,
오빠막창 부산대점,부산광역시 금정구 부곡동 225-6,0,,,,,,,,,,,,,
오빠막창 부산대점,부산광역시 금정구 부곡동 225-6,1,,,,,,,,,,,,,
오빠막창 부산대점,부산광역시 금정구 부곡동 225-6,2,,,,,,,,,,,,,
오빠막창 부산대점,부산광역시 금정구 부곡동 225-6,3,,,,,,,,,,,,,
오빠막창 부산대점,부산광역시 금정구 부곡동 225-6,4,,,,,,,,,,,,,
오빠막창 부산대점,부산광역시 금정구 부곡동 225-6,5,,,,,,,,,,,,,
오빠막창 부산대점,부산광역시 금정구 부곡동 225-6,6,,,,,,,,,,,,,
한신관중화요리,부산광역시 금정구 부곡동 225-6,0,,,,,,TRUE,,,,,,,
한신관중화요리,부산광역시 금정구 부곡동 225-6,1,,,,,,,,,,,,,
한신관중화요리,부산광역시 금정구 부곡동 225-6,2,,,,,,,,,,,,,
한신관중화요리,부산광역시 금정구 부곡동 225-6,3,,,,,,,,,,,,,
한신관중화요리,부산광역시 금정구 부곡동 225-6,4,,,,,,,,,,,,,
한신관중화요리,부산광역시 금정구 부곡동 225-6,5,,,,,,,,,,,,,
한신관중화요리,부산광역시 금정구 부곡동 225-6,6,,,,,,,,,,,,,
히로가츠,부산광역시 금정구 부곡동 225-6,0,,,,,,,,,,,,,
히로가츠,부산광역시 금정구 부곡동 225-6,1,,,,,,,,,,,,,
히로가츠,부산광역시 금정구 부곡동 225-6,2,,,,,,,,,,,,,
히로가츠,부산광역시 금정구 부곡동 225-6,3,,,,,,,,,,,,,
히로가츠,부산광역시 금정구 부곡동 225-6,4,,,,,,,,,,,,,
히로가츠,부산광역시 금정구 부곡동 225-6,5,,,,,,,,,,,,,
히로가츠,부산광역시 금정구 부곡동 225-6,6,,,,,,,,,,,,,
형제식육식당,부산광역시 금정구 부곡동 225-67,0,,,,,,,,,,,,,
형제식육식당,부산광역시 금정구 부곡동 225-67,1,,,,,,,,,,,,,
형제식육식당,부산광역시 금정구 부곡동 225-67,2,,,,,,,,,,,,,
형제식육식당,부산광역시 금정구 부곡동 225-67,3,,,,,,,,,,,,,
형제식육식당,부산광역시 금정구 부곡동 225-67,4,,,,,,,,,,,,,
형제식육식당,부산광역시 금정구 부곡동 225-67,5,,,,,,,,,,,,,
형제식육식당,부산광역시 금정구 부곡동 225-67,6,,,,,,,,,,,,,
비에이치씨 금정부곡점,부산광역시 금정구 부곡동 225-69,0,,,,,,,,,,,,,
비에이치씨 금정부곡점,부산광역시 금정구 부곡동 225-69,1,,,,,,,,,,,,,
비에이치씨 금정부곡점,부산광역시 금정구 부곡동 225-69,2,,,,,,,,,,,,,
비에이치씨 금정부곡점,부산광역시 금정구 부곡동 225-69,3,,,,,,,,,,,,,
비에이치씨 금정부곡점,부산광역시 금정구 부곡동 225-69,4,,,,,,,,,,,,,
비에이치씨 금정부곡점,부산광역시 금정구 부곡동 225-69,5,,,,,,,,,,,,,
비에이치씨 금정부곡점,부산광역시 금정구 부곡동 225-69,6,,,,,,,,,,,,,
통통녹차족발,부산광역시 금정구 부곡동 225-71,0,,,,,,,,,,,,,
통통녹차족발,부산광역시 금정구 부곡동 225-71,1,,,,,,,,,,,,,
통통녹차족발,부산광역시 금정구 부곡동 225-71,2,,,,,,,,,,,,,
통통녹차족발,부산광역시 금정구 부곡동 225-71,3,,,,,,,,,,,,,
통통녹차족발,부산광역시 금정구 부곡동 225-71,4,,,,,,,,,,,,,
통통녹차족발,부산광역시 금정구 부곡동 225-71,5,,,,,,,,,,,,,
통통녹차족발,부산광역시 금정구 부곡동 225-71,6,,,,,,,,,,,,,
들깨랑칼국수,부산광역시 금정구 부곡동 225-8,0,,,,,,,,,,,,,
들깨랑칼국수,부산광역시 금정구 부곡동 225-8,1,,,,,,,,,,,,,
들깨랑칼국수,부산광역시 금정구 부곡동 225-8,2,,,,,,,,,,,,,
들깨랑칼국수,부산광역시 금정구 부곡동 225-8,3,,,,,,,,,,,,,
들깨랑칼국수,부산광역시 금정구 부곡동 225-8,4,,,,,,,,,,,,,
들깨랑칼국수,부산광역시 금정구 부곡동 225-8,5,,,,,,,,,,,,,
들깨랑칼국수,부산광역시 금정구 부곡동 225-8,6,,,,,,,,,,,,,
초연뜰,부산광역시 금정구 부곡동 226-1,0,,,,,,,,,,,,,
초연뜰,부산광역시 금정구 부곡동 226-1,1,,,,,,,,,,,,,
초연뜰,부산광역시 금정구 부곡동 226-1,2,,,,,,,,,,,,,
초연뜰,부산광역시 금정구 부곡동 226-1,3,,,,,,,,,,,,,
초연뜰,부산광역시 금정구 부곡동 226-1,4,,,,,,,,,,,,,
초연뜰,부산광역시 금정구 부곡동 226-1,5,,,,,,,,,,,,,
초연뜰,부산광역시 금정구 부곡동 226-1,6,,,,,,,,,,,,,
다래,부산광역시 금정구 부곡동 227-1,0,,,,,,,,,,,,,
다래,부산광역시 금정구 부곡동 227-1,1,,,,,,,,,,,,,
다래,부산광역시 금정구 부곡동 227-1,2,,,,,,,,,,,,,
다래,부산광역시 금정구 부곡동 227-1,3,,,,,,,,,,,,,
다래,부산광역시 금정구 부곡동 227-1,4,,,,,,,,,,,,,
다래,부산광역시 금정구 부곡동 227-1,5,,,,,,,,,,,,,
다래,부산광역시 금정구 부곡동 227-1,6,,,,,,,,,,,,,
건강밥상,부산광역시 금정구 부곡동 227-5,0,,,,,,,,,,,,,
건강밥상,부산광역시 금정구 부곡동 227-5,1,,,,,,,,,,,,,
건강밥상,부산광역시 금정구 부곡동 227-5,2,,,,,,,,,,,,,
건강밥상,부산광역시 금정구 부곡동 227-5,3,,,,,,,,,,,,,
건강밥상,부산광역시 금정구 부곡동 227-5,4,,,,,,,,,,,,,
건강밥상,부산광역시 금정구 부곡동 227-5,5,,,,,,,,,,,,,
건강밥상,부산광역시 금정구 부곡동 227-5,6,,,,,,,,,,,,,
찐백반,부산광역시 금정구 부곡동 22-8,0,,,,,,TRUE,,,,,,,
찐백반,부산광역시 금정구 부곡동 22-8,1,,,,,,,,,,,,,
찐백반,부산광역시 금정구 부곡동 22-8,2,,,,,,,,,,,,,
찐백반,부산광역시 금정구 부곡동 22-8,3,,,,,,,,,,,,,
찐백반,부산광역시 금정구 부곡동 22-8,4,,,,,,,,,,,,,
찐백반,부산광역시 금정구 부곡동 22-8,5,,,,,,,,,,,,,
찐백반,부산광역시 금정구 부곡동 22-8,6,,,,,,,,,,,,,
범일국밥,부산광역시 금정구 부곡동 23-12,0,,,,,,,,,,,,,
범일국밥,부산광역시 금정구 부곡동 23-12,1,,,,,,,,,,,,,
범일국밥,부산광역시 금정구 부곡동 23-12,2,,,,,,,,,,,,,
범일국밥,부산광역시 금정구 부곡동 23-12,3,,,,,,,,,,,,,
범일국밥,부산광역시 금정구 부곡동 23-12,4,,,,,,,,,,,,,
범일국밥,부산광역시 금정구 부곡동 23-12,5,,,,,,,,,,,,,
범일국밥,부산광역시 금정구 부곡동 23-12,6,,,,,,,,,,,,,
아서원,부산광역시 금정구 부곡동 23-14,0,,,,,,,,,,,,,
아서원,부산광역시 금정구 부곡동 23-14,1,,,,,,,,,,,,,
아서원,부산광역시 금정구 부곡동 23-14,2,,,,,,,,,,,,,
아서원,부산광역시 금정구 부곡동 23-14,3,,,,,,,,,,,,,
아서원,부산광역시 금정구 부곡동 23-14,4,,,,,,,,,,,,,
아서원,부산광역시 금정구 부곡동 23-14,5,,,,,,,,,,,,,
아서원,부산광역시 금정구 부곡동 23-14,6,,,,,,,,,,,,,
교촌치킨부곡 1호점,부산광역시 금정구 부곡동 23-15,0,,,,,,,,,,,,,
교촌치킨부곡 1호점,부산광역시 금정구 부곡동 23-15,1,,,,,,,,,,,,,
교촌치킨부곡 1호점,부산광역시 금정구 부곡동 23-15,2,,,,,,,,,,,,,
교촌치킨부곡 1호점,부산광역시 금정구 부곡동 23-15,3,,,,,,,,,,,,,
교촌치킨부곡 1호점,부산광역시 금정구 부곡동 23-15,4,,,,,,,,,,,,,
교촌치킨부곡 1호점,부산광역시 금정구 부곡동 23-15,5,,,,,,,,,,,,,
교촌치킨부곡 1호점,부산광역시 금정구 부곡동 23-15,6,,,,,,,,,,,,,
정성순대 금정점,부산광역시 금정구 부곡동 23-17,0,,,,,,,,,,,,,
정성순대 금정점,부산광역시 금정구 부곡동 23-17,1,,,,,,,,,,,,,
정성순대 금정점,부산광역시 금정구 부곡동 23-17,2,,,,,,,,,,,,,
정성순대 금정점,부산광역시 금정구 부곡동 23-17,3,,,,,,TRUE,,,,,,,
정성순대 금정점,부산광역시 금정구 부곡동 23-17,4,,,,,,,,,,,,,
정성순대 금정점,부산광역시 금정구 부곡동 23-17,5,,,,,,,,,,,,,
정성순대 금정점,부산광역시 금정구 부곡동 23-17,6,,,,,,,,,,,,,
콜갈비,부산광역시 금정구 부곡동 23-4,0,,,,,,,,,,,,,
콜갈비,부산광역시 금정구 부곡동 23-4,1,,,,,,,,,,,,,
콜갈비,부산광역시 금정구 부곡동 23-4,2,,,,,,,,,,,,,
콜갈비,부산광역시 금정구 부곡동 23-4,3,,,,,,,,,,,,,
콜갈비,부산광역시 금정구 부곡동 23-4,4,,,,,,,,,,,,,
콜갈비,부산광역시 금정구 부곡동 23-4,5,,,,,,,,,,,,,
콜갈비,부산광역시 금정구 부곡동 23-4,6,,,,,,,,,,,,,
다원이네국수와비빔밥,부산광역시 금정구 부곡동 235-13,0,,,,,,TRUE,,,,,,,
다원이네국수와비빔밥,부산광역시 금정구 부곡동 235-13,1,,,,,,,,,,,,,
다원이네국수와비빔밥,부산광역시 금정구 부곡동 235-13,2,,,,,,,,,,,,,
다원이네국수와비빔밥,부산광역시 금정구 부곡동 235-13,3,,,,,,,,,,,,,
다원이네국수와비빔밥,부산광역시 금정구 부곡동 235-13,4,,,,,,,,,,,,,
다원이네국수와비빔밥,부산광역시 금정구 부곡동 235-13,5,,,,,,,,,,,,,
다원이네국수와비빔밥,부산광역시 금정구 부곡동 235-13,6,,,,,,,,,,,,,
델피하우스,부산광역시 금정구 부곡동 235-20,0,,,,,,,,,,,,,
델피하우스,부산광역시 금정구 부곡동 235-20,1,,,,,,,,,,,,,
델피하우스,부산광역시 금정구 부곡동 235-20,2,,,,,,,,,,,,,
델피하우스,부산광역시 금정구 부곡동 235-20,3,,,,,,,,,,,,,
델피하우스,부산광역시 금정구 부곡동 235-20,4,,,,,,,,,,,,,
델피하우스,부산광역시 금정구 부곡동 235-20,5,,,,,,,,,,,,,
델피하우스,부산광역시 금정구 부곡동 235-20,6,,,,,,,,,,,,,
정원돼지국밥,부산광역시 금정구 부곡동 235-20,0,,,,,,,,,,,,,
정원돼지국밥,부산광역시 금정구 부곡동 235-20,1,,,,,,,,,,,,,
정원돼지국밥,부산광역시 금정구 부곡동 235-20,2,,,,,,,,,,,,,
정원돼지국밥,부산광역시 금정구 부곡동 235-20,3,,,,,,,,,,,,,
정원돼지국밥,부산광역시 금정구 부곡동 235-20,4,,,,,,,,,,,,,
정원돼지국밥,부산광역시 금정구 부곡동 235-20,5,,,,,,,,,,,,,
정원돼지국밥,부산광역시 금정구 부곡동 235-20,6,,,,,,,,,,,,,
밀양무안국밥,부산광역시 금정구 부곡동 23-9,0,,,,,,,,,,,,,
밀양무안국밥,부산광역시 금정구 부곡동 23-9,1,,,,,,,,,,,,,
밀양무안국밥,부산광역시 금정구 부곡동 23-9,2,,,,,,,,,,,,,
밀양무안국밥,부산광역시 금정구 부곡동 23-9,3,,,,,,,,,,,,,
밀양무안국밥,부산광역시 금정구 부곡동 23-9,4,,,,,,,,,,,,,
밀양무안국밥,부산광역시 금정구 부곡동 23-9,5,,,,,,,,,,,,,
밀양무안국밥,부산광역시 금정구 부곡동 23-9,6,,,,,,TRUE,,,,,,,
럭키,부산광역시 금정구 부곡동 239-3,0,,,,,,,,,,,,,
럭키,부산광역시 금정구 부곡동 239-3,1,,,,,,,,,,,,,
럭키,부산광역시 금정구 부곡동 239-3,2,,,,,,,,,,,,,
럭키,부산광역시 금정구 부곡동 239-3,3,,,,,,,,,,,,,
럭키,부산광역시 금정구 부곡동 239-3,4,,,,,,,,,,,,,
