이름,상권업종소분류명,표준산업분류명,지번주소,건물명,도로명주소,층정보,호정보,경도,위도,휴무일,휴무 간격,여는시간,닫는시간,라스트오더,비고
이안애,카페,기타 비알코올 음료점업,부산광역시 동구 범일동 830-24,자유시장,부산광역시 동구 조방로 48,,,129.0610388,35.14096583,,,,,,
우당탕커피스토리,카페,커피 전문점,부산광역시 수영구 광안동 1042-26,,부산광역시 수영구 연수로392번길 52,1,,129.1104673,35.16750976,,,,,,
카페윤,카페,커피 전문점,부산광역시 기장군 기장읍 시랑리 631,,부산광역시 기장군 기장읍 기장해안로 34-16,,,129.2113296,35.1820743,,,,,,
메가엠지씨커피 센텀재송점,카페,커피 전문점,부산광역시 해운대구 재송동 948-12,,부산광역시 해운대구 해운대로76번길 44,1,,129.1178555,35.19002662,,,,,,
메가엠지씨커피 부산동래래미안아이파크점,카페,기타 비알코올 음료점업,부산광역시 동래구 온천동 1853,동래래미안아이파크,부산광역시 동래구 금정마을로 150,,,129.068659,35.21051348,,,,,,
카페디앤드 동래SK3차점,카페,커피 전문점,부산광역시 동래구 온천동 1850,동래에스케이뷰3차,부산광역시 동래구 온천장로65번길 9,,,129.079823,35.21643195,,,,,,
이디야커피 경성대중앙도서관점 ,카페,커피 전문점,부산광역시 남구 대연동 110-1,경성대학교,부산광역시 남구 수영로 309,6,,129.098294,35.13963231,,,,,,
라푼젤카페9,카페,커피 전문점,부산광역시 부산진구 초읍동 175-18,,부산광역시 부산진구 성지로 123,1,,129.0506548,35.1805139,,,,,,
천씨씨커피 반송점,카페,커피 전문점,부산광역시 해운대구 반송동 257-402,,부산광역시 해운대구 아랫반송로27번길 9,1,,129.1491165,35.22493546,,,,,,
달달팥빙수,카페,기타 비알코올 음료점업,부산광역시 북구 화명동 2267-1,샤롯데플러스,부산광역시 북구 금곡대로303번길 70,,,129.0099853,35.23606785,,,,,,
보성녹차팥빙수,카페,기타 비알코올 음료점업,부산광역시 수영구 남천동 223-1,,부산광역시 수영구 수영로394번길 29,1,,129.1088105,35.14074734,,,,,,
카페오타,카페,커피 전문점,부산광역시 남구 대연동 1858,대연힐스테이트푸르지오,부산광역시 남구 수영로 345,1,,129.1035224,35.13988407,,,,,,
해리스 부산문화회관지점,카페,커피 전문점,부산광역시 남구 대연동 848-4,부산문화회관,부산광역시 남구 유엔평화로76번길 1,,,129.0934774,35.12718954,,,,,,
카페꾸오이아노,카페,커피 전문점,부산광역시 부산진구 전포동 202-27,,부산광역시 부산진구 서전로 61,2,,129.066361,35.15794316,,,,,,
하이오커피 민락수영점,카페,커피 전문점,부산광역시 수영구 민락동 181-79,광안KCC스위첸하버뷰,부산광역시 수영구 민락수변로 49,1,,129.1261513,35.15367309,,,,,,
카페,카페,커피 전문점,부산광역시 기장군 일광읍 신평리 4,,부산광역시 기장군 일광읍 일광로 582-48,,,129.259926,35.29232002,,,,,,
해변다방,카페,기타 비알코올 음료점업,부산광역시 사하구 다대동 854-3,,부산광역시 사하구 다대동로 47,,,128.9728713,35.05747008,,,,,,
만랩커피 부산기장점,카페,커피 전문점,부산광역시 기장군 기장읍 동부리 162-19,,부산광역시 기장군 기장읍 차성동로 71,1,,129.2164505,35.24407711,,,,,,
텐퍼센트 대변항점,카페,커피 전문점,부산광역시 기장군 기장읍 대변리 444-13,,부산광역시 기장군 기장읍 기장해안로 587,1,,129.2284616,35.22500503,,,,,,
부산인가배,카페,커피 전문점,부산광역시 중구 동광동3가 20,타워힐호텔,부산광역시 중구 백산길 20,,,129.0343542,35.10113455,,,,,,
정훈희김태화꽃밭에서,카페,커피 전문점,부산광역시 기장군 장안읍 임랑리 1-36,,부산광역시 기장군 장안읍 해맞이로 238,,,129.2652198,35.32017313,,,,,,
